date,region,disease,cases,deaths,recovered,population
2025-12-05,Delhi,Dengue,90,3,83,53814768
2025-12-05,Delhi,Malaria,39,0,34,53814768
2025-12-05,Delhi,Cholera,77,3,66,53814768
2025-12-05,Delhi,Influenza,125,2,112,53814768
2025-12-05,Delhi,COVID-19,113,5,99,53814768
2025-12-05,Tamil Nadu,Dengue,73,0,60,199817360
2025-12-05,Tamil Nadu,Malaria,100,2,82,199817360
2025-12-05,Tamil Nadu,Cholera,98,2,82,199817360
2025-12-05,Tamil Nadu,Influenza,417,9,370,199817360
2025-12-05,Tamil Nadu,COVID-19,166,1,147,199817360
2025-12-05,Kerala,Dengue,100,2,92,166006569
2025-12-05,Kerala,Malaria,99,4,92,166006569
2025-12-05,Kerala,Cholera,60,2,52,166006569
2025-12-05,Kerala,Influenza,54,1,48,166006569
2025-12-05,Kerala,COVID-19,41,0,38,166006569
2025-12-05,Gujarat,Dengue,51,0,47,83327380
2025-12-05,Gujarat,Malaria,72,3,65,83327380
2025-12-05,Gujarat,Cholera,16,0,13,83327380
2025-12-05,Gujarat,Influenza,242,5,210,83327380
2025-12-05,Gujarat,COVID-19,115,2,106,83327380
2025-12-05,Uttar Pradesh,Dengue,24,0,22,168371278
2025-12-05,Uttar Pradesh,Malaria,54,0,44,168371278
2025-12-05,Uttar Pradesh,Cholera,96,2,85,168371278
2025-12-05,Uttar Pradesh,Influenza,50,0,41,168371278
2025-12-05,Uttar Pradesh,COVID-19,97,1,82,168371278
2025-12-05,West Bengal,Dengue,86,3,78,115141629
2025-12-05,West Bengal,Malaria,16,0,13,115141629
2025-12-05,West Bengal,Cholera,80,3,67,115141629
2025-12-05,West Bengal,Influenza,232,7,217,115141629
2025-12-05,West Bengal,COVID-19,92,1,75,115141629
2025-12-05,Rajasthan,Dengue,60,2,48,194161750
2025-12-05,Rajasthan,Malaria,26,0,23,194161750
2025-12-05,Rajasthan,Cholera,100,4,93,194161750
2025-12-05,Rajasthan,Influenza,152,4,126,194161750
2025-12-05,Rajasthan,COVID-19,235,4,207,194161750
2025-12-05,Telangana,Dengue,38,1,33,192301014
2025-12-05,Telangana,Malaria,79,1,73,192301014
2025-12-05,Telangana,Cholera,58,0,50,192301014
2025-12-05,Telangana,Influenza,306,8,273,192301014
2025-12-05,Telangana,COVID-19,315,6,271,192301014
2025-12-12,Maharashtra,Dengue,47,0,43,89043546
2025-12-12,Maharashtra,Malaria,10,0,8,89043546
2025-12-12,Maharashtra,Cholera,65,1,56,89043546
2025-12-12,Maharashtra,Influenza,229,8,186,89043546
2025-12-12,Maharashtra,COVID-19,90,3,77,89043546
2025-12-12,Karnataka,Dengue,100,1,89,59868274
2025-12-12,Karnataka,Malaria,80,3,70,59868274
2025-12-12,Karnataka,Cholera,40,0,34,59868274
2025-12-12,Karnataka,Influenza,129,3,110,59868274
2025-12-12,Karnataka,COVID-19,129,1,109,59868274
2025-12-12,Delhi,Dengue,17,0,14,84694547
2025-12-12,Delhi,Malaria,18,0,16,84694547
2025-12-12,Delhi,Cholera,34,1,30,84694547
2025-12-12,Delhi,Influenza,294,10,239,84694547
2025-12-12,Delhi,COVID-19,77,2,62,84694547
2025-12-12,Tamil Nadu,Dengue,43,1,37,74426828
2025-12-12,Tamil Nadu,Malaria,42,1,33,74426828
2025-12-12,Tamil Nadu,Cholera,70,2,65,74426828
2025-12-12,Tamil Nadu,Influenza,372,12,298,74426828
2025-12-12,Tamil Nadu,COVID-19,75,2,66,74426828
2025-12-12,Kerala,Dengue,39,1,36,44823745
2025-12-12,Kerala,Malaria,63,1,55,44823745
2025-12-12,Kerala,Cholera,63,0,51,44823745
2025-12-12,Kerala,Influenza,62,1,55,44823745
2025-12-12,Kerala,COVID-19,350,17,317,44823745
2025-12-12,Gujarat,Dengue,13,0,12,33301171
2025-12-12,Gujarat,Malaria,10,0,8,33301171
2025-12-12,Gujarat,Cholera,60,0,53,33301171
2025-12-12,Gujarat,Influenza,474,20,383,33301171
2025-12-12,Gujarat,COVID-19,199,7,182,33301171
2025-12-12,Uttar Pradesh,Dengue,26,1,23,83418884
2025-12-12,Uttar Pradesh,Malaria,12,0,10,83418884
2025-12-12,Uttar Pradesh,Cholera,53,0,48,83418884
2025-12-12,Uttar Pradesh,Influenza,215,2,194,83418884
2025-12-12,Uttar Pradesh,COVID-19,287,7,254,83418884
2025-12-12,West Bengal,Dengue,85,3,80,119827297
2025-12-12,West Bengal,Malaria,54,1,48,119827297
2025-12-12,West Bengal,Cholera,98,1,79,119827297
2025-12-12,West Bengal,Influenza,249,11,207,119827297
2025-12-12,West Bengal,COVID-19,41,0,33,119827297
2025-12-12,Rajasthan,Dengue,79,2,69,62715297
2025-12-12,Rajasthan,Malaria,24,0,21,62715297
2025-12-12,Rajasthan,Cholera,81,3,70,62715297
2025-12-12,Rajasthan,Influenza,245,2,228,62715297
2025-12-12,Rajasthan,COVID-19,172,4,154,62715297
2025-12-12,Telangana,Dengue,46,1,38,104126915
2025-12-12,Telangana,Malaria,59,1,52,104126915
2025-12-12,Telangana,Cholera,70,1,56,104126915
2025-12-12,Telangana,Influenza,91,2,83,104126915
2025-12-12,Telangana,COVID-19,174,7,150,104126915
2025-12-19,Maharashtra,Dengue,87,3,76,51312895
2025-12-19,Maharashtra,Malaria,67,2,62,51312895
2025-12-19,Maharashtra,Cholera,34,0,27,51312895
2025-12-19,Maharashtra,Influenza,166,2,146,51312895
2025-12-19,Maharashtra,COVID-19,220,10,177,51312895
2025-12-19,Karnataka,Dengue,44,0,41,64090352
2025-12-19,Karnataka,Malaria,75,3,67,64090352
2025-12-19,Karnataka,Cholera,47,1,39,64090352
2025-12-19,Karnataka,Influenza,53,2,43,64090352
2025-12-19,Karnataka,COVID-19,205,7,181,64090352
2025-12-19,Delhi,Dengue,59,1,54,82936631
2025-12-19,Delhi,Malaria,28,0,26,82936631
2025-12-19,Delhi,Cholera,65,2,53,82936631
2025-12-19,Delhi,Influenza,186,2,173,82936631
2025-12-19,Delhi,COVID-19,31,1,28,82936631
2025-12-19,Tamil Nadu,Dengue,82,2,77,72983999
2025-12-19,Tamil Nadu,Malaria,41,0,36,72983999
2025-12-19,Tamil Nadu,Cholera,80,1,64,72983999
2025-12-19,Tamil Nadu,Influenza,130,4,121,72983999
2025-12-19,Tamil Nadu,COVID-19,184,7,171,72983999
2025-12-19,Kerala,Dengue,80,1,65,146774892
2025-12-19,Kerala,Malaria,11,0,9,146774892
2025-12-19,Kerala,Cholera,26,1,24,146774892
2025-12-19,Kerala,Influenza,364,11,334,146774892
2025-12-19,Kerala,COVID-19,233,2,198,146774892
2025-12-19,Gujarat,Dengue,97,2,82,130413374
2025-12-19,Gujarat,Malaria,55,1,46,130413374
2025-12-19,Gujarat,Cholera,14,0,11,130413374
2025-12-19,Gujarat,Influenza,185,8,166,130413374
2025-12-19,Gujarat,COVID-19,99,1,87,130413374
2025-12-19,Uttar Pradesh,Dengue,56,2,46,184947817
2025-12-19,Uttar Pradesh,Malaria,52,2,42,184947817
2025-12-19,Uttar Pradesh,Cholera,26,0,22,184947817
2025-12-19,Uttar Pradesh,Influenza,114,3,97,184947817
2025-12-19,Uttar Pradesh,COVID-19,271,8,232,184947817
2025-12-19,West Bengal,Dengue,93,2,75,99623682
2025-12-19,West Bengal,Malaria,89,2,77,99623682
2025-12-19,West Bengal,Cholera,11,0,9,99623682
2025-12-19,West Bengal,Influenza,396,4,346,99623682
2025-12-19,West Bengal,COVID-19,45,1,41,99623682
2025-12-19,Rajasthan,Dengue,64,1,52,159292491
2025-12-19,Rajasthan,Malaria,38,0,35,159292491
2025-12-19,Rajasthan,Cholera,46,1,41,159292491
2025-12-19,Rajasthan,Influenza,206,4,194,159292491
2025-12-19,Rajasthan,COVID-19,375,6,303,159292491
2025-12-19,Telangana,Dengue,28,0,26,118075961
2025-12-19,Telangana,Malaria,82,2,75,118075961
2025-12-19,Telangana,Cholera,67,2,60,118075961
2025-12-19,Telangana,Influenza,40,1,36,118075961
2025-12-19,Telangana,COVID-19,162,2,134,118075961
2025-12-26,Maharashtra,Dengue,31,0,25,93071475
2025-12-26,Maharashtra,Malaria,30,0,24,93071475
2025-12-26,Maharashtra,Cholera,92,3,77,93071475
2025-12-26,Maharashtra,Influenza,256,10,232,93071475
2025-12-26,Maharashtra,COVID-19,77,3,67,93071475
2025-12-26,Karnataka,Dengue,35,0,30,129715393
2025-12-26,Karnataka,Malaria,87,2,69,129715393
2025-12-26,Karnataka,Cholera,89,2,82,129715393
2025-12-26,Karnataka,Influenza,426,7,387,129715393
2025-12-26,Karnataka,COVID-19,56,2,48,129715393
2025-12-26,Delhi,Dengue,42,1,36,87683366
2025-12-26,Delhi,Malaria,21,0,19,87683366
2025-12-26,Delhi,Cholera,31,1,28,87683366
2025-12-26,Delhi,Influenza,182,6,160,87683366
2025-12-26,Delhi,COVID-19,198,7,181,87683366
2025-12-26,Tamil Nadu,Dengue,53,0,47,192448545
2025-12-26,Tamil Nadu,Malaria,47,1,39,192448545
2025-12-26,Tamil Nadu,Cholera,94,3,77,192448545
2025-12-26,Tamil Nadu,Influenza,144,6,129,192448545
2025-12-26,Tamil Nadu,COVID-19,161,4,132,192448545
2025-12-26,Kerala,Dengue,16,0,13,44488074
2025-12-26,Kerala,Malaria,63,1,58,44488074
2025-12-26,Kerala,Cholera,23,0,20,44488074
2025-12-26,Kerala,Influenza,152,7,130,44488074
2025-12-26,Kerala,COVID-19,267,3,229,44488074
2025-12-26,Gujarat,Dengue,74,1,65,58118999
2025-12-26,Gujarat,Malaria,92,2,84,58118999
2025-12-26,Gujarat,Cholera,67,3,54,58118999
2025-12-26,Gujarat,Influenza,271,6,226,58118999
2025-12-26,Gujarat,COVID-19,99,3,86,58118999
2025-12-26,Uttar Pradesh,Dengue,46,1,42,45703071
2025-12-26,Uttar Pradesh,Malaria,20,0,16,45703071
2025-12-26,Uttar Pradesh,Cholera,44,1,36,45703071
2025-12-26,Uttar Pradesh,Influenza,363,12,302,45703071
2025-12-26,Uttar Pradesh,COVID-19,29,1,24,45703071
2025-12-26,West Bengal,Dengue,50,2,41,112330766
2025-12-26,West Bengal,Malaria,99,4,82,112330766
2025-12-26,West Bengal,Cholera,43,1,34,112330766
2025-12-26,West Bengal,Influenza,138,2,114,112330766
2025-12-26,West Bengal,COVID-19,200,6,175,112330766
2025-12-26,Rajasthan,Dengue,51,1,43,89390367
2025-12-26,Rajasthan,Malaria,24,0,22,89390367
2025-12-26,Rajasthan,Cholera,84,2,67,89390367
2025-12-26,Rajasthan,Influenza,278,8,261,89390367
2025-12-26,Rajasthan,COVID-19,286,8,234,89390367
2025-12-26,Telangana,Dengue,29,1,25,103365863
2025-12-26,Telangana,Malaria,27,0,22,103365863
2025-12-26,Telangana,Cholera,97,1,77,103365863
2025-12-26,Telangana,Influenza,69,1,60,103365863
2025-12-26,Telangana,COVID-19,224,11,199,103365863
2026-01-02,Maharashtra,Dengue,56,1,50,186690188
2026-01-02,Maharashtra,Malaria,91,0,76,186690188
2026-01-02,Maharashtra,Cholera,51,1,45,186690188
2026-01-02,Maharashtra,Influenza,377,13,306,186690188
2026-01-02,Maharashtra,COVID-19,122,4,99,186690188
2026-01-02,Karnataka,Dengue,44,2,37,183009712
2026-01-02,Karnataka,Malaria,14,0,12,183009712
2026-01-02,Karnataka,Cholera,59,1,56,183009712
2026-01-02,Karnataka,Influenza,50,1,46,183009712
2026-01-02,Karnataka,COVID-19,289,7,253,183009712
2026-01-02,Delhi,Dengue,97,3,85,199682104
2026-01-02,Delhi,Malaria,20,0,18,199682104
2026-01-02,Delhi,Cholera,58,2,54,199682104
2026-01-02,Delhi,Influenza,64,0,53,199682104
2026-01-02,Delhi,COVID-19,41,1,35,199682104
2026-01-02,Tamil Nadu,Dengue,76,3,62,144235743
2026-01-02,Tamil Nadu,Malaria,74,3,66,144235743
2026-01-02,Tamil Nadu,Cholera,73,2,63,144235743
2026-01-02,Tamil Nadu,Influenza,30,0,28,144235743
2026-01-02,Tamil Nadu,COVID-19,156,4,144,144235743
2026-01-02,Kerala,Dengue,80,1,73,130080891
2026-01-02,Kerala,Malaria,93,1,79,130080891
2026-01-02,Kerala,Cholera,86,2,72,130080891
2026-01-02,Kerala,Influenza,192,7,158,130080891
2026-01-02,Kerala,COVID-19,322,8,260,130080891
2026-01-02,Gujarat,Dengue,83,2,75,85042879
2026-01-02,Gujarat,Malaria,63,1,51,85042879
2026-01-02,Gujarat,Cholera,11,0,8,85042879
2026-01-02,Gujarat,Influenza,52,1,44,85042879
2026-01-02,Gujarat,COVID-19,54,0,50,85042879
2026-01-02,Uttar Pradesh,Dengue,31,1,26,45538380
2026-01-02,Uttar Pradesh,Malaria,76,0,69,45538380
2026-01-02,Uttar Pradesh,Cholera,20,0,16,45538380
2026-01-02,Uttar Pradesh,Influenza,289,11,247,45538380
2026-01-02,Uttar Pradesh,COVID-19,237,4,205,45538380
2026-01-02,West Bengal,Dengue,27,1,25,111944648
2026-01-02,West Bengal,Malaria,34,1,30,111944648
2026-01-02,West Bengal,Cholera,100,3,90,111944648
2026-01-02,West Bengal,Influenza,275,4,241,111944648
2026-01-02,West Bengal,COVID-19,57,2,48,111944648
2026-01-02,Rajasthan,Dengue,83,1,69,69851731
2026-01-02,Rajasthan,Malaria,33,1,28,69851731
2026-01-02,Rajasthan,Cholera,19,0,16,69851731
2026-01-02,Rajasthan,Influenza,183,5,167,69851731
2026-01-02,Rajasthan,COVID-19,163,2,135,69851731
2026-01-02,Telangana,Dengue,55,0,44,41853815
2026-01-02,Telangana,Malaria,54,1,44,41853815
2026-01-02,Telangana,Cholera,52,1,46,41853815
2026-01-02,Telangana,Influenza,350,9,309,41853815
2026-01-02,Telangana,COVID-19,141,3,131,41853815
2026-01-09,Maharashtra,Dengue,41,0,33,73174352
2026-01-09,Maharashtra,Malaria,93,3,78,73174352
2026-01-09,Maharashtra,Cholera,76,2,61,73174352
2026-01-09,Maharashtra,Influenza,57,1,48,73174352
2026-01-09,Maharashtra,COVID-19,84,1,74,73174352
2026-01-09,Karnataka,Dengue,45,1,38,182956175
2026-01-09,Karnataka,Malaria,97,1,91,182956175
2026-01-09,Karnataka,Cholera,40,0,35,182956175
2026-01-09,Karnataka,Influenza,133,3,114,182956175
2026-01-09,Karnataka,COVID-19,188,6,176,182956175
2026-01-09,Delhi,Dengue,16,0,13,86306564
2026-01-09,Delhi,Malaria,35,0,29,86306564
2026-01-09,Delhi,Cholera,26,0,24,86306564
2026-01-09,Delhi,Influenza,316,6,257,86306564
2026-01-09,Delhi,COVID-19,343,7,286,86306564
2026-01-09,Tamil Nadu,Dengue,79,2,69,56655754
2026-01-09,Tamil Nadu,Malaria,34,0,27,56655754
2026-01-09,Tamil Nadu,Cholera,72,1,63,56655754
2026-01-09,Tamil Nadu,Influenza,158,2,146,56655754
2026-01-09,Tamil Nadu,COVID-19,158,4,139,56655754
2026-01-09,Kerala,Dengue,54,1,46,99980369
2026-01-09,Kerala,Malaria,15,0,14,99980369
2026-01-09,Kerala,Cholera,46,1,37,99980369
2026-01-09,Kerala,Influenza,167,3,157,99980369
2026-01-09,Kerala,COVID-19,222,7,195,99980369
2026-01-09,Gujarat,Dengue,66,1,57,164205589
2026-01-09,Gujarat,Malaria,73,2,63,164205589
2026-01-09,Gujarat,Cholera,93,1,79,164205589
2026-01-09,Gujarat,Influenza,163,5,130,164205589
2026-01-09,Gujarat,COVID-19,184,6,170,164205589
2026-01-09,Uttar Pradesh,Dengue,75,1,70,94911065
2026-01-09,Uttar Pradesh,Malaria,89,2,79,94911065
2026-01-09,Uttar Pradesh,Cholera,72,2,64,94911065
2026-01-09,Uttar Pradesh,Influenza,362,17,317,94911065
2026-01-09,Uttar Pradesh,COVID-19,50,1,42,94911065
2026-01-09,West Bengal,Dengue,75,1,61,102950824
2026-01-09,West Bengal,Malaria,13,0,10,102950824
2026-01-09,West Bengal,Cholera,11,0,9,102950824
2026-01-09,West Bengal,Influenza,336,14,282,102950824
2026-01-09,West Bengal,COVID-19,165,3,155,102950824
2026-01-09,Rajasthan,Dengue,47,0,39,126725193
2026-01-09,Rajasthan,Malaria,32,0,26,126725193
2026-01-09,Rajasthan,Cholera,59,2,55,126725193
2026-01-09,Rajasthan,Influenza,185,4,157,126725193
2026-01-09,Rajasthan,COVID-19,165,4,144,126725193
2026-01-09,Telangana,Dengue,19,0,15,33387410
2026-01-09,Telangana,Malaria,97,1,91,33387410
2026-01-09,Telangana,Cholera,59,0,55,33387410
2026-01-09,Telangana,Influenza,272,5,253,33387410
2026-01-09,Telangana,COVID-19,127,3,109,33387410
2026-01-16,Maharashtra,Dengue,67,3,58,37302008
2026-01-16,Maharashtra,Malaria,40,1,33,37302008
2026-01-16,Maharashtra,Cholera,97,1,87,37302008
2026-01-16,Maharashtra,Influenza,210,3,172,37302008
2026-01-16,Maharashtra,COVID-19,291,10,237,37302008
2026-01-16,Karnataka,Dengue,10,0,8,73789281
2026-01-16,Karnataka,Malaria,35,0,31,73789281
2026-01-16,Karnataka,Cholera,18,0,14,73789281
2026-01-16,Karnataka,Influenza,236,7,203,73789281
2026-01-16,Karnataka,COVID-19,159,4,135,73789281
2026-01-16,Delhi,Dengue,52,1,47,37910047
2026-01-16,Delhi,Malaria,75,1,67,37910047
2026-01-16,Delhi,Cholera,11,0,9,37910047
2026-01-16,Delhi,Influenza,194,8,162,37910047
2026-01-16,Delhi,COVID-19,53,1,46,37910047
2026-01-16,Tamil Nadu,Dengue,28,0,23,118006161
2026-01-16,Tamil Nadu,Malaria,71,0,57,118006161
2026-01-16,Tamil Nadu,Cholera,77,3,62,118006161
2026-01-16,Tamil Nadu,Influenza,411,5,374,118006161
2026-01-16,Tamil Nadu,COVID-19,82,3,70,118006161
2026-01-16,Kerala,Dengue,20,0,16,55670240
2026-01-16,Kerala,Malaria,71,1,66,55670240
2026-01-16,Kerala,Cholera,60,2,48,55670240
2026-01-16,Kerala,Influenza,129,1,114,55670240
2026-01-16,Kerala,COVID-19,186,2,166,55670240
2026-01-16,Gujarat,Dengue,36,0,34,52136894
2026-01-16,Gujarat,Malaria,17,0,15,52136894
2026-01-16,Gujarat,Cholera,89,3,75,52136894
2026-01-16,Gujarat,Influenza,136,5,123,52136894
2026-01-16,Gujarat,COVID-19,35,1,32,52136894
2026-01-16,Uttar Pradesh,Dengue,31,0,25,70738495
2026-01-16,Uttar Pradesh,Malaria,86,1,70,70738495
2026-01-16,Uttar Pradesh,Cholera,42,0,33,70738495
2026-01-16,Uttar Pradesh,Influenza,284,8,234,70738495
2026-01-16,Uttar Pradesh,COVID-19,355,7,310,70738495
2026-01-16,West Bengal,Dengue,25,0,20,138404923
2026-01-16,West Bengal,Malaria,60,1,49,138404923
2026-01-16,West Bengal,Cholera,96,4,78,138404923
2026-01-16,West Bengal,Influenza,54,1,44,138404923
2026-01-16,West Bengal,COVID-19,12,0,10,138404923
2026-01-16,Rajasthan,Dengue,77,0,65,59873021
2026-01-16,Rajasthan,Malaria,69,2,63,59873021
2026-01-16,Rajasthan,Cholera,55,0,47,59873021
2026-01-16,Rajasthan,Influenza,62,1,51,59873021
2026-01-16,Rajasthan,COVID-19,40,1,35,59873021
2026-01-16,Telangana,Dengue,24,0,21,188340562
2026-01-16,Telangana,Malaria,71,1,63,188340562
2026-01-16,Telangana,Cholera,100,4,89,188340562
2026-01-16,Telangana,Influenza,332,13,279,188340562
2026-01-16,Telangana,COVID-19,185,5,155,188340562
2026-01-23,Maharashtra,Dengue,42,0,36,193337816
2026-01-23,Maharashtra,Malaria,94,4,81,193337816
2026-01-23,Maharashtra,Cholera,19,0,15,193337816
2026-01-23,Maharashtra,Influenza,269,12,227,193337816
2026-01-23,Maharashtra,COVID-19,29,0,25,193337816
2026-01-23,Karnataka,Dengue,67,2,63,149261969
2026-01-23,Karnataka,Malaria,12,0,11,149261969
2026-01-23,Karnataka,Cholera,46,2,39,149261969
2026-01-23,Karnataka,Influenza,436,17,371,149261969
2026-01-23,Karnataka,COVID-19,33,0,28,149261969
2026-01-23,Delhi,Dengue,76,2,69,128420046
2026-01-23,Delhi,Malaria,22,0,17,128420046
2026-01-23,Delhi,Cholera,29,0,26,128420046
2026-01-23,Delhi,Influenza,248,5,232,128420046
2026-01-23,Delhi,COVID-19,83,3,67,128420046
2026-01-23,Tamil Nadu,Dengue,59,0,51,115628167
2026-01-23,Tamil Nadu,Malaria,38,1,36,115628167
2026-01-23,Tamil Nadu,Cholera,72,1,64,115628167
2026-01-23,Tamil Nadu,Influenza,254,11,209,115628167
2026-01-23,Tamil Nadu,COVID-19,43,1,34,115628167
2026-01-23,Kerala,Dengue,67,2,56,110220125
2026-01-23,Kerala,Malaria,16,0,14,110220125
2026-01-23,Kerala,Cholera,29,0,27,110220125
2026-01-23,Kerala,Influenza,237,10,194,110220125
2026-01-23,Kerala,COVID-19,186,5,161,110220125
2026-01-23,Gujarat,Dengue,68,1,58,63878270
2026-01-23,Gujarat,Malaria,55,2,46,63878270
2026-01-23,Gujarat,Cholera,23,0,20,63878270
2026-01-23,Gujarat,Influenza,119,5,101,63878270
2026-01-23,Gujarat,COVID-19,53,1,49,63878270
2026-01-23,Uttar Pradesh,Dengue,54,2,48,93660976
2026-01-23,Uttar Pradesh,Malaria,97,3,81,93660976
2026-01-23,Uttar Pradesh,Cholera,33,1,30,93660976
2026-01-23,Uttar Pradesh,Influenza,257,12,225,93660976
2026-01-23,Uttar Pradesh,COVID-19,162,1,131,93660976
2026-01-23,West Bengal,Dengue,75,3,60,74699920
2026-01-23,West Bengal,Malaria,57,0,48,74699920
2026-01-23,West Bengal,Cholera,86,3,77,74699920
2026-01-23,West Bengal,Influenza,82,2,69,74699920
2026-01-23,West Bengal,COVID-19,226,7,195,74699920
2026-01-23,Rajasthan,Dengue,40,1,36,115235836
2026-01-23,Rajasthan,Malaria,55,1,50,115235836
2026-01-23,Rajasthan,Cholera,45,1,37,115235836
2026-01-23,Rajasthan,Influenza,65,0,58,115235836
2026-01-23,Rajasthan,COVID-19,141,5,120,115235836
2026-01-23,Telangana,Dengue,21,0,16,97032357
2026-01-23,Telangana,Malaria,76,3,67,97032357
2026-01-23,Telangana,Cholera,50,1,44,97032357
2026-01-23,Telangana,Influenza,164,3,146,97032357
2026-01-23,Telangana,COVID-19,42,1,39,97032357
2026-01-30,Maharashtra,Dengue,37,1,30,192448615
2026-01-30,Maharashtra,Malaria,62,2,50,192448615
2026-01-30,Maharashtra,Cholera,26,1,24,192448615
2026-01-30,Maharashtra,Influenza,341,16,292,192448615
2026-01-30,Maharashtra,COVID-19,123,5,109,192448615
2026-01-30,Karnataka,Dengue,92,0,84,133083648
2026-01-30,Karnataka,Malaria,30,0,26,133083648
2026-01-30,Karnataka,Cholera,46,1,41,133083648
2026-01-30,Karnataka,Influenza,127,5,108,133083648
2026-01-30,Karnataka,COVID-19,127,3,104,133083648
2026-01-30,Delhi,Dengue,27,0,24,142035776
2026-01-30,Delhi,Malaria,40,0,35,142035776
2026-01-30,Delhi,Cholera,43,0,37,142035776
2026-01-30,Delhi,Influenza,215,2,198,142035776
2026-01-30,Delhi,COVID-19,218,2,186,142035776
2026-01-30,Tamil Nadu,Dengue,14,0,11,78383387
2026-01-30,Tamil Nadu,Malaria,35,1,31,78383387
2026-01-30,Tamil Nadu,Cholera,71,2,62,78383387
2026-01-30,Tamil Nadu,Influenza,239,5,205,78383387
2026-01-30,Tamil Nadu,COVID-19,222,3,180,78383387
2026-01-30,Kerala,Dengue,67,2,63,147868201
2026-01-30,Kerala,Malaria,74,2,63,147868201
2026-01-30,Kerala,Cholera,80,3,70,147868201
2026-01-30,Kerala,Influenza,378,8,319,147868201
2026-01-30,Kerala,COVID-19,152,4,127,147868201
2026-01-30,Gujarat,Dengue,84,3,74,37960673
2026-01-30,Gujarat,Malaria,37,0,34,37960673
2026-01-30,Gujarat,Cholera,29,1,26,37960673
2026-01-30,Gujarat,Influenza,366,15,341,37960673
2026-01-30,Gujarat,COVID-19,97,2,85,37960673
2026-01-30,Uttar Pradesh,Dengue,99,2,89,44541100
2026-01-30,Uttar Pradesh,Malaria,62,2,56,44541100
2026-01-30,Uttar Pradesh,Cholera,15,0,13,44541100
2026-01-30,Uttar Pradesh,Influenza,102,2,86,44541100
2026-01-30,Uttar Pradesh,COVID-19,86,3,77,44541100
2026-01-30,West Bengal,Dengue,25,1,21,117181239
2026-01-30,West Bengal,Malaria,53,1,48,117181239
2026-01-30,West Bengal,Cholera,28,1,22,117181239
2026-01-30,West Bengal,Influenza,484,7,403,117181239
2026-01-30,West Bengal,COVID-19,73,1,58,117181239
2026-01-30,Rajasthan,Dengue,44,0,37,46284981
2026-01-30,Rajasthan,Malaria,54,2,46,46284981
2026-01-30,Rajasthan,Cholera,22,1,20,46284981
2026-01-30,Rajasthan,Influenza,96,4,79,46284981
2026-01-30,Rajasthan,COVID-19,293,12,251,46284981
2026-01-30,Telangana,Dengue,36,1,32,129433390
2026-01-30,Telangana,Malaria,18,0,16,129433390
2026-01-30,Telangana,Cholera,47,1,38,129433390
2026-01-30,Telangana,Influenza,105,2,97,129433390
2026-01-30,Telangana,COVID-19,74,1,67,129433390
2026-02-06,Maharashtra,Dengue,56,2,50,97827223
2026-02-06,Maharashtra,Malaria,13,0,10,97827223
2026-02-06,Maharashtra,Cholera,18,0,16,97827223
2026-02-06,Maharashtra,Influenza,71,2,60,97827223
2026-02-06,Maharashtra,COVID-19,353,7,313,97827223
2026-02-06,Karnataka,Dengue,24,0,21,54744755
2026-02-06,Karnataka,Malaria,91,2,79,54744755
2026-02-06,Karnataka,Cholera,55,2,47,54744755
2026-02-06,Karnataka,Influenza,45,1,40,54744755
2026-02-06,Karnataka,COVID-19,27,0,21,54744755
2026-02-06,Delhi,Dengue,54,2,46,74883975
2026-02-06,Delhi,Malaria,43,1,40,74883975
2026-02-06,Delhi,Cholera,60,1,53,74883975
2026-02-06,Delhi,Influenza,277,3,244,74883975
2026-02-06,Delhi,COVID-19,101,2,95,74883975
2026-02-06,Tamil Nadu,Dengue,71,3,66,134517957
2026-02-06,Tamil Nadu,Malaria,54,1,43,134517957
2026-02-06,Tamil Nadu,Cholera,89,2,77,134517957
2026-02-06,Tamil Nadu,Influenza,87,4,82,134517957
2026-02-06,Tamil Nadu,COVID-19,158,7,140,134517957
2026-02-06,Kerala,Dengue,61,1,54,166419717
2026-02-06,Kerala,Malaria,66,1,61,166419717
2026-02-06,Kerala,Cholera,39,0,34,166419717
2026-02-06,Kerala,Influenza,81,2,65,166419717
2026-02-06,Kerala,COVID-19,103,3,91,166419717
2026-02-06,Gujarat,Dengue,15,0,14,194675160
2026-02-06,Gujarat,Malaria,23,1,20,194675160
2026-02-06,Gujarat,Cholera,91,1,82,194675160
2026-02-06,Gujarat,Influenza,261,8,217,194675160
2026-02-06,Gujarat,COVID-19,230,7,199,194675160
2026-02-06,Uttar Pradesh,Dengue,40,0,36,74166753
2026-02-06,Uttar Pradesh,Malaria,28,0,22,74166753
2026-02-06,Uttar Pradesh,Cholera,94,3,84,74166753
2026-02-06,Uttar Pradesh,Influenza,161,4,131,74166753
2026-02-06,Uttar Pradesh,COVID-19,156,4,142,74166753
2026-02-06,West Bengal,Dengue,23,0,20,101704035
2026-02-06,West Bengal,Malaria,64,2,51,101704035
2026-02-06,West Bengal,Cholera,67,2,57,101704035
2026-02-06,West Bengal,Influenza,266,12,235,101704035
2026-02-06,West Bengal,COVID-19,340,6,273,101704035
2026-02-06,Rajasthan,Dengue,36,0,33,189694352
2026-02-06,Rajasthan,Malaria,14,0,11,189694352
2026-02-06,Rajasthan,Cholera,97,1,87,189694352
2026-02-06,Rajasthan,Influenza,190,2,173,189694352
2026-02-06,Rajasthan,COVID-19,225,9,207,189694352
